user_id	avg_pay_amt	avg_pay_amt_weekdays	avg_pay_amt_weekends
841	[36,49)	[29,36)	[36,49)
842	>=65	>=65	[49,65)
843	<29	<29	[29,36)
844	[36,49)	[36,49)	[36,49)
845	[36,49)	[36,49)	[36,49)
846	>=65	>=65	>=65
847	[36,49)	[36,49)	[29,36)
848	<29	<29	<29
849	<29	<29	<29
850	<29	<29	[29,36)
851	>=65	[49,65)	>=65
852	>=65	>=65	>=65
853	<29	<29	<29
854	[49,65)	[49,65)	>=65
855	[29,36)	[29,36)	[36,49)
856	[36,49)	未知	[49,65)
857	<29	<29	[29,36)
858	>=65	>=65	>=65
859	[49,65)	未知	[49,65)
860	[29,36)	[29,36)	[36,49)
861	[49,65)	[49,65)	[49,65)
862	>=65	>=65	>=65
863	[49,65)	[36,49)	[36,49)
864	[36,49)	[36,49)	[36,49)
865	[36,49)	未知	>=65
866	[49,65)	未知	[49,65)
867	[36,49)	[36,49)	[36,49)
868	[49,65)	[49,65)	[49,65)
869	[36,49)	[36,49)	[29,36)
870	<29	<29	<29
871	>=65	>=65	>=65
872	[36,49)	[36,49)	[36,49)
873	>=65	>=65	>=65
874	[49,65)	[49,65)	[49,65)
875	[36,49)	[36,49)	[36,49)
876	>=65	>=65	>=65
877	[29,36)	<29	[36,49)
878	[36,49)	未知	未知
879	<29	<29	<29
880	>=65	>=65	>=65
881	[29,36)	[29,36)	[36,49)
882	[29,36)	[29,36)	<29
883	>=65	>=65	>=65
884	>=65	>=65	>=65
885	<29	<29	<29
886	>=65	>=65	>=65
887	[29,36)	[36,49)	[29,36)
888	>=65	>=65	>=65
889	>=65	[36,49)	[36,49)
890	>=65	>=65	>=65
891	[49,65)	[36,49)	[36,49)
892	[49,65)	[36,49)	[36,49)
893	[36,49)	未知	[49,65)
894	[29,36)	[36,49)	[29,36)
895	<29	<29	<29
896	>=65	>=65	>=65
897	[36,49)	[29,36)	[36,49)
898	[49,65)	未知	>=65
899	[49,65)	>=65	[49,65)
900	[29,36)	[29,36)	[29,36)
901	>=65	>=65	>=65
902	[36,49)	[36,49)	[36,49)
903	[29,36)	[29,36)	[36,49)
904	[36,49)	[36,49)	[36,49)
905	[36,49)	[36,49)	[36,49)
906	>=65	>=65	>=65
907	<29	<29	<29
908	[36,49)	未知	[36,49)
909	[36,49)	[36,49)	[36,49)
910	>=65	>=65	>=65
911	>=65	[36,49)	[36,49)
912	[36,49)	[29,36)	[36,49)
913	[29,36)	[36,49)	[29,36)
914	[29,36)	[29,36)	[29,36)
915	[49,65)	[49,65)	[49,65)
916	>=65	>=65	>=65
917	<29	<29	未知
918	<29	<29	<29
919	[49,65)	[49,65)	>=65
920	[36,49)	未知	[49,65)
921	<29	<29	<29
922	<29	<29	<29
923	[29,36)	[29,36)	[29,36)
924	[36,49)	[36,49)	[36,49)
925	[36,49)	[36,49)	<29
926	>=65	>=65	>=65
927	<29	<29	<29
928	[36,49)	[36,49)	[36,49)
929	[29,36)	<29	[29,36)
930	<29	[29,36)	<29
931	>=65	>=65	>=65
932	<29	<29	[36,49)
933	>=65	>=65	>=65
934	[29,36)	[29,36)	[29,36)
935	[36,49)	[36,49)	[36,49)
936	[36,49)	[36,49)	[36,49)
937	[49,65)	[49,65)	>=65
938	[36,49)	[29,36)	[49,65)
939	[49,65)	[49,65)	>=65
940	[36,49)	未知	[49,65)
941	[36,49)	[36,49)	[36,49)
942	[36,49)	[36,49)	[36,49)
943	<29	<29	<29
944	[49,65)	[36,49)	[36,49)
945	>=65	>=65	>=65
946	<29	<29	<29
947	[29,36)	[29,36)	[29,36)
948	[49,65)	未知	>=65
949	<29	<29	<29
950	>=65	>=65	>=65
951	<29	<29	<29
952	[49,65)	[49,65)	[49,65)
953	>=65	>=65	>=65
954	<29	<29	<29
955	[29,36)	[29,36)	[29,36)
956	[36,49)	[36,49)	[36,49)
957	[36,49)	[36,49)	[36,49)
958	[36,49)	[36,49)	[36,49)
959	[49,65)	[49,65)	[49,65)
960	<29	<29	<29
961	>=65	[49,65)	>=65
962	[36,49)	[36,49)	[36,49)
963	[29,36)	[29,36)	[29,36)
964	[36,49)	[36,49)	[36,49)
965	[36,49)	[36,49)	[36,49)
966	<29	<29	<29
967	<29	<29	[29,36)
968	[36,49)	[36,49)	[36,49)
969	[49,65)	[49,65)	[49,65)
970	[49,65)	[49,65)	[49,65)
971	[29,36)	[29,36)	[29,36)
972	>=65	>=65	>=65
973	>=65	[29,36)	>=65
974	<29	<29	[29,36)
975	>=65	>=65	[49,65)
976	[29,36)	[29,36)	[29,36)
977	[29,36)	[29,36)	<29
978	[36,49)	[36,49)	[36,49)
979	[49,65)	[49,65)	[49,65)
980	>=65	>=65	>=65
981	[29,36)	[29,36)	[36,49)
982	>=65	>=65	>=65
983	[49,65)	[49,65)	>=65
984	>=65	[49,65)	>=65
985	[36,49)	[29,36)	[36,49)
986	[36,49)	未知	[49,65)
987	>=65	>=65	>=65
988	<29	<29	[36,49)
989	[49,65)	[49,65)	[49,65)
990	[29,36)	[29,36)	[29,36)
991	[36,49)	[36,49)	[36,49)
992	[36,49)	未知	[49,65)
993	[36,49)	[36,49)	[36,49)
994	[36,49)	[36,49)	[36,49)
995	[36,49)	未知	[49,65)
996	[36,49)	[36,49)	[36,49)
997	[36,49)	[36,49)	[36,49)
998	[49,65)	[49,65)	>=65
999	>=65	[36,49)	<29
1000	[36,49)	未知	[49,65)
1001	[36,49)	[29,36)	[36,49)
1002	[49,65)	[36,49)	[29,36)
1003	[49,65)	[49,65)	>=65
1004	>=65	>=65	>=65
1005	[49,65)	未知	[49,65)
1006	>=65	>=65	>=65
1007	[36,49)	未知	[49,65)
1008	[29,36)	[29,36)	[36,49)
1009	[36,49)	未知	[49,65)
1010	[36,49)	未知	[49,65)
1011	[36,49)	[29,36)	[36,49)
1012	[49,65)	[49,65)	[49,65)
1013	<29	<29	<29
1014	>=65	>=65	>=65
1015	[49,65)	[49,65)	>=65
1016	[29,36)	[29,36)	<29
1017	[49,65)	[36,49)	[29,36)
1018	[36,49)	[36,49)	[36,49)
1019	<29	<29	[29,36)
1020	[49,65)	[49,65)	[49,65)
1021	<29	<29	<29
1022	<29	<29	>=65
1023	[49,65)	[49,65)	[49,65)
1024	[29,36)	[29,36)	<29
1025	[29,36)	<29	[29,36)
1026	<29	<29	<29
1027	[36,49)	[36,49)	[36,49)
1028	>=65	>=65	>=65
1029	[29,36)	[29,36)	[29,36)
1030	<29	<29	<29
1031	[36,49)	[36,49)	[36,49)
1032	[29,36)	[29,36)	>=65
1033	[29,36)	[29,36)	[36,49)
1034	<29	<29	<29
1035	<29	<29	<29
1036	[36,49)	[29,36)	[49,65)
1037	[49,65)	[49,65)	[49,65)
1038	[29,36)	[29,36)	[36,49)
1039	[49,65)	未知	>=65
1040	<29	<29	<29
1041	[36,49)	[36,49)	[29,36)
1042	>=65	[49,65)	>=65
1043	[36,49)	[36,49)	[36,49)
1044	<29	<29	[29,36)
1045	>=65	>=65	>=65
1046	<29	<29	<29
1047	>=65	[49,65)	>=65
1048	>=65	>=65	>=65
1049	>=65	[36,49)	<29
1050	[36,49)	未知	[49,65)
1051	[49,65)	[49,65)	[49,65)
1052	[36,49)	未知	[49,65)
1053	[29,36)	[29,36)	[36,49)
1054	>=65	>=65	>=65
1055	[29,36)	[29,36)	<29
1056	[36,49)	[36,49)	[29,36)
1057	<29	<29	<29
1058	>=65	>=65	>=65
1059	<29	<29	[29,36)
1060	[36,49)	未知	[49,65)
1061	<29	<29	[36,49)
1062	[49,65)	[49,65)	>=65
1063	>=65	>=65	>=65
1064	[29,36)	[29,36)	<29
1065	<29	<29	<29
1066	[36,49)	[36,49)	[36,49)
1067	<29	<29	[29,36)
1068	[36,49)	[36,49)	[29,36)
1069	>=65	>=65	>=65
1070	[29,36)	未知	[29,36)
1071	[29,36)	[36,49)	[29,36)
1072	[36,49)	[29,36)	[36,49)
1073	[36,49)	[36,49)	[36,49)
1074	[29,36)	[29,36)	[36,49)
1075	[49,65)	[49,65)	[49,65)
1076	>=65	>=65	>=65
1077	[29,36)	[29,36)	[29,36)
1078	[49,65)	[49,65)	>=65
1079	[49,65)	[49,65)	[49,65)
1080	<29	<29	<29
1081	[36,49)	[36,49)	[36,49)
1082	<29	<29	<29
1083	[29,36)	[29,36)	[29,36)
1084	<29	<29	<29
1085	[36,49)	[36,49)	[36,49)
1086	>=65	>=65	>=65
1087	>=65	>=65	>=65
1088	[49,65)	[29,36)	>=65
1089	[36,49)	[36,49)	[36,49)
1090	<29	<29	<29
1091	<29	<29	[29,36)
1092	[29,36)	<29	[29,36)
1093	[49,65)	未知	>=65
1094	[49,65)	[36,49)	[36,49)
1095	<29	<29	<29
1096	>=65	>=65	>=65
1097	[29,36)	<29	[36,49)
1098	<29	<29	<29
1099	<29	<29	<29
1100	<29	<29	<29
1101	<29	<29	<29
1102	[49,65)	[36,49)	[36,49)
1103	[36,49)	未知	[49,65)
1104	[49,65)	[49,65)	>=65
1105	[49,65)	[49,65)	[49,65)
1106	<29	<29	未知
1107	[36,49)	未知	>=65
1108	[36,49)	[29,36)	[36,49)
1109	>=65	>=65	>=65
1110	>=65	>=65	>=65
1111	<29	<29	<29
1112	[29,36)	[36,49)	[29,36)
1113	>=65	>=65	>=65
1114	<29	<29	<29
1115	<29	<29	<29
1116	[29,36)	[36,49)	<29
1117	[49,65)	未知	[49,65)
1118	[29,36)	[29,36)	[49,65)
1119	<29	<29	<29
1120	>=65	[49,65)	>=65
1121	[49,65)	未知	>=65
1122	>=65	[36,49)	[36,49)
1123	[29,36)	[29,36)	[29,36)
1124	>=65	>=65	[49,65)
1125	[36,49)	[36,49)	[36,49)
1126	>=65	>=65	>=65
1127	[36,49)	[36,49)	[29,36)
1128	[36,49)	[36,49)	<29
1129	[29,36)	[29,36)	[36,49)
1130	<29	<29	<29
1131	>=65	>=65	>=65
1132	<29	<29	<29
1133	[36,49)	[36,49)	[36,49)
1134	[49,65)	[49,65)	>=65
1135	[49,65)	[49,65)	[49,65)
1136	[36,49)	[36,49)	[36,49)
1137	[36,49)	[36,49)	[36,49)
1138	[49,65)	[49,65)	[49,65)
1139	>=65	>=65	>=65
1140	[36,49)	[36,49)	[29,36)
1141	>=65	>=65	>=65
1142	[49,65)	[49,65)	[49,65)
1143	[49,65)	未知	>=65
1144	>=65	>=65	[49,65)
1145	<29	<29	<29
1146	>=65	>=65	>=65
1147	[36,49)	[36,49)	[36,49)
1148	[49,65)	[49,65)	[49,65)
1149	>=65	>=65	>=65
1150	>=65	>=65	>=65
1151	>=65	>=65	>=65
1152	[36,49)	未知	[49,65)
1153	[29,36)	[29,36)	[29,36)
1154	<29	<29	[49,65)
1155	[36,49)	[36,49)	[36,49)
1156	>=65	>=65	>=65
1157	[36,49)	[36,49)	[36,49)
1158	>=65	>=65	>=65
1159	<29	<29	<29
1160	>=65	>=65	>=65
1161	[29,36)	[29,36)	[29,36)
1162	>=65	>=65	>=65
1163	>=65	>=65	>=65
1164	<29	<29	<29
1165	[36,49)	[36,49)	[36,49)
1166	>=65	未知	>=65
1167	>=65	>=65	[49,65)
1168	<29	<29	[29,36)
1169	>=65	>=65	>=65
1170	<29	<29	[29,36)
1171	>=65	[49,65)	>=65
1172	<29	<29	<29
1173	[49,65)	[49,65)	[49,65)
1174	[36,49)	[36,49)	[36,49)
1175	>=65	[49,65)	>=65
1176	[36,49)	[36,49)	[36,49)
1177	[49,65)	[49,65)	[49,65)
1178	[49,65)	未知	>=65
1179	[29,36)	<29	[29,36)
1180	<29	<29	[29,36)
1181	>=65	[49,65)	>=65
1182	[29,36)	[29,36)	[29,36)
1183	[49,65)	[36,49)	[36,49)
1184	>=65	[49,65)	>=65
1185	>=65	>=65	[49,65)
1186	[29,36)	[36,49)	[29,36)
1187	>=65	>=65	>=65
1188	[36,49)	未知	>=65
1189	>=65	>=65	>=65
1190	[36,49)	未知	[49,65)
1191	<29	<29	<29
1192	>=65	>=65	>=65
1193	>=65	[49,65)	>=65
1194	[36,49)	[36,49)	[36,49)
1195	>=65	>=65	[49,65)
1196	[36,49)	[36,49)	[36,49)
1197	[36,49)	[29,36)	[36,49)
1198	[36,49)	[29,36)	[49,65)
1199	[49,65)	[49,65)	>=65
1200	[36,49)	未知	[49,65)
1201	[49,65)	[49,65)	>=65
1202	[36,49)	[36,49)	[36,49)
1203	<29	<29	<29
1204	[49,65)	[49,65)	[49,65)
1205	<29	<29	<29
1206	<29	<29	<29
1207	<29	<29	<29
1208	[36,49)	未知	[49,65)
1209	<29	<29	<29
1210	[29,36)	<29	[36,49)
1211	<29	<29	[29,36)
1212	<29	<29	<29
1213	[29,36)	<29	[29,36)
1214	>=65	>=65	>=65
1215	>=65	>=65	>=65
1216	[49,65)	[49,65)	[49,65)
1217	<29	<29	<29
1218	[29,36)	[29,36)	[29,36)
1219	[49,65)	[49,65)	[49,65)
1220	>=65	>=65	>=65
1221	<29	<29	<29
1222	[49,65)	>=65	[49,65)
1223	[36,49)	[36,49)	[36,49)
1224	>=65	>=65	>=65
1225	>=65	>=65	>=65
1226	[36,49)	未知	[36,49)
1227	>=65	>=65	>=65
1228	[49,65)	[49,65)	[49,65)
1229	<29	<29	[36,49)
1230	[29,36)	[29,36)	<29
1231	<29	<29	<29
1232	>=65	>=65	>=65
1233	>=65	[49,65)	>=65
1234	>=65	>=65	>=65
1235	<29	<29	<29
1236	>=65	>=65	>=65
1237	>=65	>=65	>=65
1238	[36,49)	[36,49)	[36,49)
1239	[29,36)	[29,36)	[29,36)
1240	[29,36)	[29,36)	[29,36)
1241	[36,49)	[36,49)	[36,49)
1242	[29,36)	[29,36)	[29,36)
1243	<29	<29	[29,36)
1244	[36,49)	[36,49)	[36,49)
1245	<29	<29	<29
1246	>=65	>=65	>=65
1247	[49,65)	[49,65)	[49,65)
1248	>=65	>=65	>=65
1249	>=65	>=65	>=65
1250	[49,65)	[49,65)	[49,65)
1251	[36,49)	[36,49)	[36,49)
1252	<29	<29	<29
1253	[49,65)	[49,65)	[49,65)
1254	[29,36)	[29,36)	[29,36)
1255	[49,65)	[49,65)	[49,65)
1256	<29	<29	<29
1257	>=65	[49,65)	>=65
1258	<29	<29	<29
1259	[29,36)	[29,36)	[29,36)
1260	[49,65)	[49,65)	[49,65)
1261	<29	<29	<29
1262	[49,65)	[49,65)	[49,65)
1263	<29	<29	<29
1264	[49,65)	[49,65)	[49,65)
1265	[36,49)	未知	[49,65)
1266	<29	<29	<29
1267	<29	<29	<29
1268	[36,49)	[36,49)	[36,49)
1269	[36,49)	[36,49)	[36,49)
1270	>=65	>=65	>=65
1271	[49,65)	[49,65)	>=65
1272	>=65	>=65	>=65
1273	[36,49)	[36,49)	[36,49)
1274	<29	<29	<29
1275	[49,65)	[49,65)	[49,65)
1276	[36,49)	[36,49)	[36,49)
1277	<29	<29	<29
1278	[36,49)	[29,36)	[36,49)
1279	[29,36)	[29,36)	[36,49)
1280	[49,65)	未知	>=65
1281	[36,49)	[36,49)	[36,49)
1282	>=65	>=65	>=65
1283	>=65	>=65	>=65
1284	<29	<29	<29
1285	[49,65)	未知	>=65
1286	[49,65)	[49,65)	[49,65)
1287	<29	<29	<29
1288	>=65	>=65	>=65
1289	[36,49)	[36,49)	<29
1290	<29	<29	<29
1291	[36,49)	[29,36)	[36,49)
1292	>=65	>=65	[49,65)
1293	<29	<29	<29
1294	[49,65)	[49,65)	[49,65)
1295	[36,49)	[36,49)	[29,36)
1296	[49,65)	未知	[49,65)
1297	[49,65)	未知	[49,65)
1298	>=65	>=65	>=65
1299	[49,65)	[49,65)	[49,65)
1300	[29,36)	[29,36)	[29,36)
1301	<29	<29	<29
1302	[36,49)	未知	[36,49)
1303	[29,36)	[29,36)	[29,36)
1304	[36,49)	未知	[49,65)
1305	<29	<29	<29
1306	[36,49)	[36,49)	[29,36)
1307	[29,36)	[29,36)	[29,36)
1308	>=65	>=65	>=65
1309	[36,49)	[36,49)	[36,49)
1310	[36,49)	[36,49)	[36,49)
1311	[36,49)	[36,49)	[36,49)
1312	[49,65)	[49,65)	[49,65)
1313	>=65	>=65	>=65
1314	<29	<29	<29
1315	[49,65)	[49,65)	>=65
1316	[29,36)	[29,36)	[29,36)
1317	[29,36)	[29,36)	[29,36)
1318	[36,49)	未知	[49,65)
1319	<29	<29	<29
1320	<29	<29	<29
1321	[49,65)	[49,65)	>=65
1322	<29	<29	<29
1323	[29,36)	[29,36)	[29,36)
1324	>=65	>=65	>=65
1325	[36,49)	[36,49)	[36,49)
1326	>=65	[49,65)	>=65
1327	>=65	>=65	>=65
1328	[36,49)	[36,49)	[36,49)
1329	<29	<29	<29
1330	[49,65)	[49,65)	[49,65)
1331	>=65	>=65	>=65
1332	[29,36)	[29,36)	[29,36)
1333	[29,36)	[29,36)	[36,49)
1334	[29,36)	[29,36)	[29,36)
1335	[29,36)	[29,36)	[29,36)
1336	[36,49)	[36,49)	[36,49)
1337	[36,49)	[36,49)	<29
1338	[36,49)	[36,49)	[36,49)
1339	[49,65)	[36,49)	[36,49)
1340	>=65	>=65	>=65
1341	[36,49)	[36,49)	[36,49)
1342	<29	<29	[29,36)
1343	[36,49)	[36,49)	[36,49)
1344	<29	<29	<29
1345	[49,65)	未知	>=65
1346	[36,49)	[36,49)	[29,36)
1347	<29	<29	未知
1348	[36,49)	[29,36)	>=65
1349	<29	<29	[29,36)
1350	<29	<29	<29
1351	>=65	>=65	>=65
1352	[49,65)	[36,49)	[36,49)
1353	[29,36)	[29,36)	<29
1354	>=65	>=65	>=65
1355	[49,65)	[36,49)	[36,49)
1356	<29	<29	<29
1357	[29,36)	[29,36)	[29,36)
1358	<29	<29	<29
1359	>=65	[49,65)	>=65
1360	[29,36)	[29,36)	[29,36)
1361	>=65	>=65	>=65
1362	>=65	>=65	>=65
1363	[36,49)	[36,49)	[36,49)
1364	[36,49)	[36,49)	[29,36)
1365	[36,49)	[36,49)	[36,49)
1366	>=65	>=65	>=65
1367	>=65	>=65	>=65
1368	<29	<29	[29,36)
1369	[36,49)	[36,49)	[36,49)
1370	>=65	>=65	>=65
1371	<29	<29	<29
1372	[36,49)	[36,49)	[36,49)
1373	>=65	>=65	>=65
1374	[49,65)	未知	[49,65)
1375	[49,65)	未知	>=65
1376	[36,49)	[36,49)	[36,49)
1377	<29	<29	<29
1378	>=65	>=65	[49,65)
1379	[36,49)	未知	[49,65)
1380	[36,49)	[36,49)	[36,49)
1381	[49,65)	[49,65)	[49,65)
1382	[29,36)	[29,36)	[29,36)
1383	[29,36)	[29,36)	[29,36)
1384	[49,65)	[49,65)	[49,65)
1385	[29,36)	[29,36)	[36,49)
1386	[49,65)	[49,65)	[49,65)
1387	<29	<29	[36,49)
1388	>=65	>=65	>=65
1389	[36,49)	[36,49)	[36,49)
1390	[49,65)	[36,49)	[36,49)
1391	<29	<29	<29
1392	<29	<29	<29
1393	<29	<29	<29
1394	[36,49)	未知	[49,65)
1395	[36,49)	[36,49)	[29,36)
1396	>=65	>=65	>=65
1397	[49,65)	[49,65)	[49,65)
1398	[36,49)	[36,49)	[36,49)
1399	>=65	>=65	>=65
1400	<29	<29	[29,36)
1401	<29	<29	<29
1402	[49,65)	[49,65)	>=65
1403	[49,65)	未知	>=65
1404	>=65	>=65	>=65
1405	[49,65)	[49,65)	[49,65)
1406	<29	<29	<29
1407	[49,65)	[49,65)	>=65
1408	>=65	>=65	>=65
1409	<29	<29	<29
1410	>=65	>=65	>=65
1411	[49,65)	[49,65)	>=65
1412	[49,65)	[36,49)	[29,36)
1413	<29	<29	<29
1414	[29,36)	<29	[29,36)
1415	[36,49)	[36,49)	[36,49)
1416	[36,49)	[29,36)	[36,49)
1417	>=65	>=65	>=65
1418	[49,65)	[49,65)	[49,65)
1419	<29	<29	[29,36)
1420	[29,36)	[29,36)	[29,36)
1421	<29	<29	<29
1422	[49,65)	[49,65)	>=65
1423	>=65	[49,65)	>=65
1424	<29	<29	<29
1425	[29,36)	[29,36)	[29,36)
1426	[36,49)	[29,36)	[49,65)
1427	>=65	>=65	>=65
1428	<29	<29	[29,36)
1429	<29	<29	<29
1430	[36,49)	未知	[49,65)
1431	[49,65)	[49,65)	[49,65)
1432	[36,49)	[36,49)	[36,49)
1433	[29,36)	[36,49)	[29,36)
1434	[36,49)	未知	[49,65)
1435	<29	<29	<29
1436	[36,49)	[36,49)	<29
1437	<29	<29	<29
1438	<29	<29	<29
1439	[36,49)	未知	[49,65)
1440	<29	<29	<29
1441	[29,36)	<29	[29,36)
1442	<29	<29	<29
1443	[36,49)	[36,49)	[29,36)
1444	>=65	>=65	[49,65)
1445	<29	<29	<29
1446	[49,65)	[49,65)	[49,65)
1447	<29	<29	<29
1448	[36,49)	未知	[49,65)
1449	[36,49)	[36,49)	[29,36)
1450	<29	<29	[36,49)
1451	[29,36)	[29,36)	[29,36)
1452	[29,36)	[36,49)	<29
1453	>=65	>=65	>=65
1454	<29	<29	<29
1455	[49,65)	[49,65)	[49,65)
1456	[36,49)	[36,49)	[36,49)
1457	>=65	<29	>=65
1458	<29	<29	<29
1459	[49,65)	[49,65)	[49,65)
1460	[49,65)	未知	>=65
1461	>=65	>=65	[49,65)
1462	[49,65)	[49,65)	[49,65)
1463	[36,49)	[36,49)	[36,49)
1464	[49,65)	[49,65)	>=65
1465	>=65	>=65	>=65
1466	<29	[29,36)	<29
1467	[49,65)	[49,65)	>=65
1468	[36,49)	[36,49)	[36,49)
1469	[36,49)	[36,49)	[36,49)
1470	[49,65)	[49,65)	[49,65)
1471	[36,49)	[29,36)	[49,65)
1472	[49,65)	[49,65)	[49,65)
1473	>=65	>=65	>=65
1474	<29	<29	<29
1475	[29,36)	[29,36)	[29,36)
1476	>=65	>=65	>=65
1477	[36,49)	[36,49)	[36,49)
1478	[36,49)	[36,49)	[29,36)
1479	[49,65)	[49,65)	[49,65)
1480	<29	<29	<29
1481	<29	<29	<29
1482	[36,49)	[36,49)	[36,49)
1483	[49,65)	[49,65)	>=65
1484	>=65	>=65	>=65
1485	[36,49)	[36,49)	[29,36)
1486	[49,65)	[49,65)	[49,65)
1487	[29,36)	[29,36)	<29
1488	[49,65)	[49,65)	[49,65)
1489	[36,49)	未知	[49,65)
1490	[29,36)	[36,49)	<29
1491	<29	<29	<29
1492	<29	<29	<29
1493	[49,65)	[49,65)	[49,65)
1494	[29,36)	[29,36)	[29,36)
1495	<29	<29	<29
1496	[29,36)	[29,36)	[29,36)
1497	[49,65)	[49,65)	>=65
1498	>=65	[49,65)	>=65
1499	[36,49)	[36,49)	[36,49)
1500	<29	<29	<29
1501	[36,49)	[36,49)	[36,49)
1502	>=65	>=65	>=65
1503	<29	<29	<29
1504	[36,49)	[36,49)	[36,49)
1505	<29	<29	<29
1506	<29	<29	<29
1507	>=65	[49,65)	>=65
1508	[29,36)	[29,36)	<29
1509	[36,49)	[36,49)	[36,49)
1510	[29,36)	[29,36)	[36,49)
1511	[49,65)	[36,49)	[36,49)
1512	<29	<29	<29
1513	[36,49)	[36,49)	[36,49)
1514	>=65	>=65	>=65
1515	[49,65)	[49,65)	>=65
1516	[36,49)	[36,49)	[29,36)
1517	[49,65)	未知	>=65
1518	[36,49)	[36,49)	[36,49)
1519	[36,49)	[36,49)	[29,36)
1520	<29	<29	<29
1521	[49,65)	[49,65)	[49,65)
1522	<29	<29	<29
1523	[36,49)	[36,49)	[29,36)
1524	[36,49)	[36,49)	[36,49)
1525	[36,49)	[36,49)	[36,49)
1526	[49,65)	[49,65)	>=65
1527	>=65	>=65	>=65
1528	[29,36)	[36,49)	<29
1529	>=65	>=65	[49,65)
1530	[36,49)	[36,49)	[29,36)
1531	>=65	[49,65)	>=65
1532	[36,49)	[36,49)	[36,49)
1533	[36,49)	[36,49)	[36,49)
1534	>=65	>=65	>=65
1535	<29	<29	<29
1536	<29	<29	<29
1537	[29,36)	[29,36)	[36,49)
1538	<29	<29	<29
1539	<29	<29	<29
1540	<29	<29	<29
1541	[49,65)	[49,65)	[49,65)
1542	>=65	>=65	>=65
1543	>=65	>=65	>=65
1544	[36,49)	未知	[49,65)
1545	[49,65)	>=65	[49,65)
1546	>=65	>=65	>=65
1547	>=65	[36,49)	[36,49)
1548	[29,36)	<29	[36,49)
1549	<29	<29	[29,36)
1550	[49,65)	[36,49)	[36,49)
1551	[36,49)	[36,49)	[36,49)
1552	<29	<29	<29
1553	<29	<29	<29
1554	[49,65)	[49,65)	[49,65)
1555	>=65	>=65	>=65
1556	[49,65)	[49,65)	[49,65)
1557	[36,49)	[36,49)	[36,49)
1558	<29	<29	<29
1559	<29	<29	[36,49)
1560	[29,36)	[29,36)	[29,36)
1561	[36,49)	[36,49)	[36,49)
1562	[49,65)	[49,65)	[49,65)
1563	<29	<29	<29
1564	>=65	>=65	[49,65)
1565	[29,36)	[29,36)	[36,49)
1566	>=65	>=65	>=65
1567	[36,49)	[36,49)	[36,49)
1568	[29,36)	[29,36)	[29,36)
1569	[36,49)	[36,49)	[36,49)
1570	<29	<29	<29
1571	>=65	>=65	>=65
1572	>=65	>=65	>=65
1573	[36,49)	[36,49)	[36,49)
1574	>=65	>=65	>=65
1575	<29	<29	<29
1576	<29	<29	<29
1577	[36,49)	[36,49)	[36,49)
1578	[49,65)	[49,65)	>=65
1579	>=65	>=65	>=65
1580	[36,49)	[36,49)	[36,49)
1581	<29	<29	<29
1582	[29,36)	[29,36)	<29
1583	[49,65)	[49,65)	[49,65)
1584	[29,36)	[36,49)	[29,36)
1585	[49,65)	[49,65)	[49,65)
1586	[49,65)	[36,49)	[36,49)
1587	[36,49)	[36,49)	[36,49)
1588	>=65	>=65	[49,65)
1589	>=65	>=65	>=65
1590	[49,65)	[36,49)	[36,49)
1591	>=65	>=65	>=65
1592	[49,65)	[49,65)	[49,65)
1593	>=65	>=65	>=65
1594	>=65	>=65	>=65
1595	[29,36)	[29,36)	[49,65)
1596	[29,36)	[29,36)	[29,36)
1597	>=65	>=65	>=65
1598	[49,65)	[49,65)	[49,65)
1599	[29,36)	[29,36)	[36,49)
1600	[36,49)	[36,49)	[29,36)
1601	[49,65)	[49,65)	[49,65)
1602	[49,65)	[49,65)	[49,65)
1603	[36,49)	[36,49)	[36,49)
1604	[49,65)	>=65	[49,65)
1605	<29	<29	<29
1606	<29	<29	<29
1607	<29	<29	<29
1608	[36,49)	[36,49)	[36,49)
1609	[29,36)	[29,36)	>=65
1610	[49,65)	未知	>=65
1611	[36,49)	[36,49)	[36,49)
1612	<29	<29	<29
1613	[49,65)	[49,65)	[49,65)
1614	[29,36)	[29,36)	<29
1615	[36,49)	[36,49)	[36,49)
1616	<29	<29	<29
1617	<29	<29	<29
1618	[36,49)	未知	[49,65)
1619	[29,36)	[29,36)	[29,36)
1620	>=65	>=65	>=65
1621	[49,65)	[49,65)	[49,65)
1622	[36,49)	[29,36)	[36,49)
1623	[36,49)	[36,49)	[36,49)
1624	<29	<29	<29
1625	[49,65)	[49,65)	[49,65)
1626	<29	<29	<29
1627	<29	<29	<29
1628	>=65	>=65	>=65
1629	>=65	[49,65)	>=65
1630	>=65	>=65	>=65
1631	<29	<29	<29
1632	>=65	>=65	未知
1633	[29,36)	[29,36)	<29
1634	>=65	>=65	[49,65)
1635	[49,65)	未知	[49,65)
1636	<29	<29	[29,36)
1637	[36,49)	[36,49)	[36,49)
1638	[49,65)	[49,65)	[49,65)
1639	<29	<29	<29
1640	[36,49)	未知	>=65
1641	<29	<29	<29
1642	[29,36)	<29	[36,49)
1643	<29	[36,49)	<29
1644	[49,65)	[49,65)	>=65
1645	[36,49)	[36,49)	[36,49)
1646	<29	<29	<29
1647	[36,49)	[36,49)	[36,49)
1648	<29	<29	[29,36)
1649	[49,65)	[49,65)	[49,65)
1650	>=65	>=65	>=65
1651	<29	<29	<29
